,answers.0.values,answers.1.values,answers.10.values,answers.2.values,answers.3.values,answers.4.values,answers.5.values,answers.6.values,answers.7.values,answers.8.values,createdAt,country
1496,Turkey,tokat,,galatasaray,asker,,,,,,2021-03-31 19:41:29.475000+00:00,Turkey
1497,Turkey,kahramanmaraş,,galatasaray,mühendis,,,,,,2021-03-31 23:24:01.771000+00:00,Turkey
1498,Turkey,mersin,Tfb olarak çok güzel bir uygulama,galatasaray,serbest,,,,,,2021-03-31 19:42:00.527000+00:00,Turkey
1499,Turkey,eskişehir,,fenerbahçe,oparatör,,,,,,2021-03-31 19:34:14.216000+00:00,Turkey
1500,Turkey,batman,,fenerbahçe,ev hanımı,,,,,,2021-03-31 19:13:31.136000+00:00,Turkey
1501,Turkey,i̇stanbul,Hayır yok,galatasaray,öğrenci,,,,,,2021-03-31 19:36:59.272000+00:00,Turkey
1502,Turkey,antalya,Takıma katkıda bulunarak bende kazanmak istiyorum ,yok,öğrenci,,,,,,2021-03-31 18:55:55.413000+00:00,Turkey
1503,Turkey,i̇stanbul, ,fenerbahçe,e ticaret,,,,,,2021-03-31 18:53:40.042000+00:00,Turkey
1504,Turkey,van,Güzel,beşiktaş,öğrenci,,,,,,2021-03-31 19:50:50.817000+00:00,Turkey
1505,Turkey,sivas, ,besiktaş ,öğretmen,,,,,,2021-03-31 21:11:17.731000+00:00,Turkey
1506,Turkey,i̇stanbul,,beşiktaş,memur,,,,,,2021-04-01 21:49:23.248000+00:00,Turkey
1507,Turkey,hatay,Kriptoda yeni olduğumdan çok bir fikir üretemeyeceğim,trabzonspor,öğrenci,,,,,,2021-04-01 20:07:40.057000+00:00,Turkey
1508,Turkey,i̇stanbul,,fenerbahçe,öğrenci,,,,,,2021-04-01 17:40:34.179000+00:00,Turkey
1509,Turkey,antalya, arkadaşımın tavsiyesi üzerine geldim. Faydalı bir uygulama olacağını düşünüyorum. ,galatasaray,barmen,,,,,,2021-03-31 19:14:44.521000+00:00,Turkey
1510,Turkey,ankara,Yok,galatasaray,müşteri temsilcisi,,,,,,2021-04-01 19:15:10.952000+00:00,Turkey
1511,Turkey,i̇stanbul,Şimdilik yok,fenerbahçe,öğrenci,,,,,,2021-04-01 21:47:36.668000+00:00,Turkey
1512,Turkey,istanbul,Simdilik yeniyim icerik konusunda daha kapsamli bir bilgi ve birikim sdindikce eksikler ve artilar konusunda fikir beyaninda bulanacagim ,fenerbahçe,tekstil,,,,,,2021-04-01 19:35:09.112000+00:00,Turkey
1513,Turkey,ankara,Yok,galatasaray,müşteri temsilcisi,,,,,,2021-04-01 19:15:10.952000+00:00,Turkey
1514,Turkey,i̇stanbul,İyi uygulama,galatasaray,i̇nsan kaynakları,,,,,,2021-04-01 19:54:28.487000+00:00,Turkey
1515,Turkey,ankara,Meil,fenerbahçe,özel güvenlik görevlisi,,,,,,2021-04-03 12:58:59.844000+00:00,Turkey
1516,Turkey,bursa,,beşiktaş,öğrenci,,,,,,2021-04-03 13:45:46.711000+00:00,Turkey
1517,Turkey,van,WhatsApp ,galatasaray,yok,,,,,,2021-04-03 12:55:06.384000+00:00,Turkey
1518,Turkey,manisa,Yok,trabzonspor,mühendis,,,,,,2021-04-03 13:19:35.894000+00:00,Turkey
1519,Turkey,gaziantep,,beşiktaş,sevkiyat sorumlusu,,,,,,2021-04-03 12:43:15.547000+00:00,Turkey
1520,Turkey,sanliurfa,Siverek,fenerbahçe,i̇ssiz,,,,,,2021-04-03 12:33:59.328000+00:00,Turkey
1521,Turkey,i̇stanbul,Hakan ,galatasaray,oparatör,,,,,,2021-04-03 12:35:07.678000+00:00,Turkey
1522,Turkey,antep,,galatasaray,esnaf,,,,,,2021-04-03 12:33:16.989000+00:00,Turkey
1523,Turkey,sinop,,galatasaray,serbest meslek,,,,,,2021-04-03 12:24:40.213000+00:00,Turkey
1524,Turkey,i̇stanbul,Recep_6d  adresim,galatasaray,kalıpçı,,,,,,2021-04-03 12:22:11.730000+00:00,Turkey
1525,Turkey,ankara, ,fenerbahçe,güvenlik görevlisi,,,,,,2021-04-03 12:23:42.610000+00:00,Turkey
1526,Turkey,bolu,,galatasaray,aşçı,,,,,,2021-04-03 12:24:04.650000+00:00,Turkey
1527,Turkey,antalya,Ankete katılan kişinin Yaş sorulabilir ,fenerbahçe,güvenlik,,,,,,2021-04-03 13:21:59.590000+00:00,Turkey
1528,Turkey,antalya,,galatasaray,esnaf,,,,,,2021-04-03 12:11:56.946000+00:00,Turkey
1529,Turkey,ankara,Yok,ankaraspor,ev hanımı,,,,,,2021-04-03 12:08:10.390000+00:00,Turkey
1530,Turkey,tekirdağ,Projeye katılmak değil ama daha fazla yenilik oyun geliştirme rekklam artışı vs yapılabilir,galatasaray,özel sektör,,,,,,2021-04-03 12:10:20.638000+00:00,Turkey
1531,Turkey,çorum,,beşiktaş,kuruyemişci,,,,,,2021-04-03 12:11:53.195000+00:00,Turkey
1532,Turkey,ankara,Üzerine henüz düşünmedim ama dikkatle inceleyecdğim,galatasaray,yazılım mühendisi,,,,,,2021-04-03 12:06:00.927000+00:00,Turkey
1533,Turkey,gaziantep,Güzel uygulama,fenerbahçe,ev hanımı,,,,,,2021-04-03 12:02:31.349000+00:00,Turkey
1534,Turkey,erzurum,Hayır,fenerbahçe,öğrenci,,,,,,2021-04-03 12:11:23.960000+00:00,Turkey
1535,Turkey,kırşehir,Aaaa,beşiktaş,memur,,,,,,2021-04-03 12:01:55.918000+00:00,Turkey
1536,Turkey,adana,,fenerbahçe,aşçı,,,,,,2021-04-03 12:02:25.813000+00:00,Turkey
1537,Turkey,kocaeli,Kazanç,feneebahçe,kaynakçi,,,,,,2021-04-03 12:03:31.926000+00:00,Turkey
1538,Turkey,bursa,,galatasaray,ticaret,,,,,,2021-04-03 12:00:51.577000+00:00,Turkey
1539,Turkey,adana,Ogrenecez,ts,ogrenci,,,,,,2021-04-03 11:56:53.861000+00:00,Turkey
1540,Turkey,mersin,Yok,destekledigim futbol takimi yok,calismiyorum,,,,,,2021-04-03 12:16:54.291000+00:00,Turkey
1541,Turkey,türkiye,,galatasaray,esnaf,,,,,,2021-04-03 17:00:53.636000+00:00,Turkey
1542,Turkey,i̇stanbul,,fenerbahçe,i̇şçi,,,,,,2021-04-03 13:14:12.029000+00:00,Turkey
1543,Turkey,i̇stanbul,,fenerbahçe,güvenlik,,,,,,2021-04-03 13:13:55.032000+00:00,Turkey
1544,Turkey,ankara,,galatasaray,tekniker,,,,,,2021-04-03 13:14:59.331000+00:00,Turkey
1545,Turkey,samsun, ,fenerbahçe,sağlık,,,,,,2021-04-03 14:45:51.782000+00:00,Turkey
1546,Turkey,i̇stanbul,,galatasaray,ticaret,,,,,,2021-04-03 14:45:44.731000+00:00,Turkey
1547,Turkey,samsun,Daha fazla anket olması daha iyi olur,samsun spor,öğrenci,,,,,,2021-04-03 14:46:19.866000+00:00,Turkey
1548,Turkey,şırnak,,galatasaray,temizlik personeli,,,,,,2021-04-03 14:39:05.955000+00:00,Turkey
1549,Turkey,istanbul,Thank you,beşiktaş,researcher,,,,,,2021-04-03 14:35:11.222000+00:00,Turkey
1550,Turkey,konya,Fikrim yok,galatasaray,selbest,,,,,,2021-04-03 14:40:17.695000+00:00,Turkey
1551,Turkey,i̇stanbul,,fenerbahçe,öğrenci,,,,,,2021-04-03 14:38:13.429000+00:00,Turkey
1552,Turkey,ankara,,galatasaray,sporcu,,,,,,2021-04-03 14:28:25.878000+00:00,Turkey
1553,Turkey,i̇stanbul,,fenerbahçe,turizm,,,,,,2021-04-03 14:23:06.210000+00:00,Turkey
1554,Turkey,denizli, ,fenerbahçe,öğretmen,,,,,,2021-04-03 14:13:57.268000+00:00,Turkey
1555,Turkey,i̇stanbul,,fenerbahçe,şoför,,,,,,2021-04-03 14:12:05.189000+00:00,Turkey
1556,Turkey,adana,https://t.me/theGreatOzzy,fenerbahçe,computer engineer,,,,,,2021-04-03 14:14:52.504000+00:00,Turkey
1557,Turkey,i̇stanbul,,beşiktaş,danışman,,,,,,2021-04-03 14:10:14.508000+00:00,Turkey
1558,Turkey,gaziantep,Düşünüyorum herşey iyi olacak,fenerbahçe,muhasbe,,,,,,2021-04-03 14:48:00.015000+00:00,Turkey
1559,Turkey,ankara,Kullanım kolaylığı,galatasaray,esnaf,,,,,,2021-04-03 13:55:23.365000+00:00,Turkey
1560,Turkey,ankara,Çevremin (iş/özel/sosyal hayat) geniş olduğunu düşünüyorum. Bu sebepten size reklam açısından faydalı olabileceğimi düşünüyorum.  adresim : ,galatasaray,antrenör,,,,,,2021-04-03 14:17:54.322000+00:00,Turkey
1561,Turkey,i̇stanbul,"TFB projesini twitter aracılığıyla, oldukça güvenilir bir kişiden duydum ayni zamanda bir tfb yatirimcisiyim elimden gelen bir sey olmasi durumunda yardımcı olmak isterim (karsilikli bir winwin durumu) proje hakkinda detaylı bir bilgi almak isterim bunun icin  adresim  projeyi daha detaylı arastirip bilgi alisverisi yapabiliriz",fenerbahçe,öğrenci,,,,,,2021-04-03 13:50:16.548000+00:00,Turkey
1562,Turkey,kocaeli,,galatasaray,öğretmen,,,,,,2021-04-03 13:49:51.890000+00:00,Turkey
1563,Turkey,bilecik,05422192891,fenerbahçe,öğretmen,,,,,,2021-04-03 13:41:57.466000+00:00,Turkey
1564,Turkey,i̇stanbul,yok,fenerbahçe,memur,,,,,,2021-04-03 13:35:11.803000+00:00,Turkey
1565,Turkey,sakarya,Whatsup ,fenerbahçe,serbest meslek,,,,,,2021-04-03 13:28:46.290000+00:00,Turkey
1566,Turkey,sakarya,,çaykur rize,memur,,,,,,2021-04-03 13:27:32.691000+00:00,Turkey
1567,Turkey,i̇stanbul,12345,galatasaray,i̇k,,,,,,2021-04-03 13:28:24.475000+00:00,Turkey
1568,Turkey,artvin,Daha iyi olacağına inaniyirum,fenerbahçe,elektrik,,,,,,2021-04-03 17:58:15.905000+00:00,Turkey
1569,Turkey,konya,Evet,galatasaray,selbest,,,,,,2021-04-03 13:20:32.092000+00:00,Turkey
1570,Turkey,i̇stanbul,,galatasaray,finans,,,,,,2021-04-03 13:26:16.324000+00:00,Turkey
1571,Turkey,konya,Uygulamayı daha keşfediyorum.,fenerbahçe,öğrenci,,,,,,2021-04-03 13:22:20.244000+00:00,Turkey
1572,Turkey,bitlis,Şimdilik bir fikir yok,galatasaray,hemşire,,,,,,2021-04-03 11:55:14.442000+00:00,Turkey
1573,Turkey,ankara, ,beşiktaş,sağlıkçı,Bist,12,,,,2021-04-04 15:25:06.489000+00:00,Turkey
1574,Turkey,mardin,Evet,galatasaray,öğretmen,,,,,,2021-04-03 11:54:25.877000+00:00,Turkey
1575,Turkey,hatay,,beşiktaş,öğrenci,,,,,,2021-04-04 21:09:16.168000+00:00,Turkey
1576,Turkey,i̇stanbul,Facebook,fenerbahçe,ev hanımı,,,,,,2021-04-03 09:29:28.767000+00:00,Turkey
1577,Turkey,karaman,Yok maalesef ,fenerbahçe,öğrenci,,,,,,2021-04-03 09:02:58.204000+00:00,Turkey
1578,Turkey,şanlı urfa,Bence çok iyi gidiyor güzel  miktarlar kazanılabilir ,galatasaray,optisyen,,,,,,2021-04-03 08:51:39.984000+00:00,Turkey
1579,Turkey,aydin,Pasif gelir,fener,ev hanimi,,,,,,2021-04-03 08:49:42.156000+00:00,Turkey
1580,Turkey,ankara,Bilemiyomki,fenerbahça,i̇şçi,,,,,,2021-04-03 08:39:01.778000+00:00,Turkey
1581,Turkey,i̇stanbul,,fenerbahçe,pazarlamacı,,,,,,2021-04-03 08:34:43.283000+00:00,Turkey
1582,Turkey,i̇stanbul,Yok,galatasaray,öğrenci,,,,,,2021-04-03 08:31:56.479000+00:00,Turkey
1583,Turkey,kocaeli,,galatasaray,emekli,,,,,,2021-04-03 08:34:18.811000+00:00,Turkey
1584,Turkey,kahramanmaraş,Yok,beşiktaş,serbest,,,,,,2021-04-03 08:31:57.658000+00:00,Turkey
1585,Turkey,kars,"global diğer ülkelerin dil desteği, alışveriş yerine yeni ve globalde yeni ürünler gelmesi, global borsalarda listelenme , ve tabiki reklam, NFT ve uygulamanın reklam firmaları analiz firmaları ile anlaşması ve anketlerin görevlerin çoğaltılması ve 50.000 tfb çekim limitinin kolaylaştılıması. ",fenerbahçe,öğrenci,,,,,,2021-04-03 08:35:28.024000+00:00,Turkey
1586,Turkey,i̇stanbul," türk insan yatırım yaparken elinde olmayan bir şeye yatırım yaparken çok korkar heyecanı  ,Abartmayi ve dedikoduyu sever  Bu sebepten dolayı bedava dan coin kazanarak hesaplarında karşılığını görürse patlama yapar reklamın alası olur",fenerbahçe,elektrik teknisyeni,,,,,,2021-04-03 09:25:28.471000+00:00,Turkey
1587,Turkey,batman,,galatasaray,ev hanımı,,,,,,2021-04-03 07:35:16.883000+00:00,Turkey
1588,Turkey,mardin,Tamam ,fenerbahçe,biyolog,,,,,,2021-04-03 09:28:07.511000+00:00,Turkey
1589,Turkey,erzincan, ,beşiktaş,öğretmen,,,,,,2021-04-03 09:53:10.996000+00:00,Turkey
1590,Turkey,mersin,Başarılar,g.saray,teacher,,,,,,2021-04-03 07:29:43.409000+00:00,Turkey
1591,Turkey,istanbul,05347732156,galatasaray,berber,,,,,,2021-04-03 21:37:28.384000+00:00,Turkey
1592,Turkey,elazig,Tfb geleceğin yıldızı,fenerbahçe,ev hanımı,,,,,,2021-04-03 07:34:36.063000+00:00,Turkey
1593,Turkey,mersin,Proje ve reklamlarınızı iyi olsun fazlasıyla yeterli olacaktır,galatasaray,öğretmen,,,,,,2021-04-03 07:28:42.924000+00:00,Turkey
1594,Turkey,hatay,Mithat bali,galatasaray,i̇sci,,,,,,2021-04-03 07:19:05.403000+00:00,Turkey
1595,Turkey,konya,,galatasaray,i̇şçi,,,,,,2021-04-03 15:53:32.832000+00:00,Turkey
1596,Turkey,manisa,Birlik ve Güven Çercevesi İçinde Olursak Herkes Kazanır ,fenerbahçe,elektrikçi,,,,,,2021-04-03 07:17:48.272000+00:00,Turkey
1597,Turkey,diyarbakır,,galatasaray,i̇şçi,,,,,,2021-04-03 20:22:04.509000+00:00,Turkey
1598,Turkey,mersin,,beşiktaş,öğretmen,,,,,,2021-04-03 07:07:09.411000+00:00,Turkey
1599,Turkey,mardin,.     uygulamayı kullanıp uygulamanın daha geniş kitlelere yayılmasını istiyorum ,galatasaray,öğrenci,,,,,,2021-04-03 09:28:21.718000+00:00,Turkey
1600,Turkey,i̇stanbul,Çok detaylı incelemedim belki ileride,galatasaray,mühendis,,,,,,2021-04-03 07:02:30.803000+00:00,Turkey
1601,Turkey,sanliurfa,Kaybetmeden kazanamazsiniz,galatasaray,tesisatci,,,,,,2021-04-03 07:02:52.061000+00:00,Turkey
1602,Turkey,i̇stanbul,Maalesef yok,fenerbahçe,ağ mühendisi,,,,,,2021-04-03 07:32:18.642000+00:00,Turkey
1603,Turkey,konya,Çok güzel proje,galatasaray,evhanimi,,,,,,2021-04-03 09:27:56.440000+00:00,Turkey
1604,Turkey,osmani̇ye,Faydalı olacağını düşünüyorum arkasındayım projenin çok güzel bir proje olmuş,beşiktaş,öğrenci̇,,,,,,2021-04-03 09:31:06.227000+00:00,Turkey
1605,Turkey,balıkesir,"Yaklaşık bir seneden beri stake coinlerine yatırım yapıyorum, mpax dxc ve talenT üretip satıyorum, teknik analiz konusunda eğitim alıyorum, ayrıca hukuk fakültesinde eğitim görüyorum .  adresinden benimle iletişime geçebilirsiniz",fenerbahçe,esnaf,,,,,,2021-04-03 09:48:51.556000+00:00,Turkey
1606,Turkey,amasya,Takıma katkıda bulunarak bende kazanmak istiyorum     ,beşiktaş,öğrenci,,,,,,2021-04-03 12:00:35.845000+00:00,Turkey
1607,Turkey,kocaeli,,kocaeli spor,marangoz,,,,,,2021-04-03 11:40:35.515000+00:00,Turkey
1608,Turkey,mersin, ,galatasaray,emekli,,,,,,2021-04-03 11:31:57.149000+00:00,Turkey
1609,Turkey,mardin,,galatasaray,öğretmen,,,,,,2021-04-03 11:28:31.426000+00:00,Turkey
1610,Turkey,i̇stanbul,,fenerbahçe,diş hekimi,,,,,,2021-04-03 11:22:02.396000+00:00,Turkey
1611,Turkey,kocaeli,,fenerbahçe,elektronik,,,,,,2021-04-03 12:06:24.086000+00:00,Turkey
1612,Turkey,şırnak,Şuan için fikrim yok,galatasaray,hemşire,,,,,,2021-04-03 11:10:06.969000+00:00,Turkey
1613,Turkey,antalya,,galatasaray,turizm,,,,,,2021-04-03 11:13:52.661000+00:00,Turkey
1614,Turkey,malatya,Whatsap grupları açılabilir,galatasarak,öğrenci,,,,,,2021-04-05 09:38:27.525000+00:00,Turkey
1615,Turkey,konya, ,galatasaray,öğrenci,,,,,,2021-04-03 11:05:55.724000+00:00,Turkey
1616,Turkey,çanakkale,,beşiktaş,deniz ci,,,,,,2021-04-03 12:11:32.817000+00:00,Turkey
1617,Turkey,hatay,,fenerbahçe,sigortaci,,,,,,2021-04-03 11:00:12.117000+00:00,Turkey
1618,Turkey,van, ,galatasaray,öğretmen,,,,,,2021-04-03 10:59:00.947000+00:00,Turkey
1619,Turkey,kahramanmaraş,Yok,beşiktaş,memur,,,,,,2021-04-03 10:51:17.016000+00:00,Turkey
1620,Turkey,i̇stanbul,,fenerbahçe,teacher,,,,,,2021-04-03 10:43:16.065000+00:00,Turkey
1621,Turkey,malatya,,fenerbahçe,öğrenci,,,,,,2021-04-03 10:45:40.571000+00:00,Turkey
1622,Turkey,mersin, ,galatasaray,sağlık teknikeri,,,,,,2021-04-03 10:42:07.112000+00:00,Turkey
1623,Turkey,van,Başarılı buluyorum,beşiktaş,öğrenci,,,,,,2021-04-03 10:32:04.144000+00:00,Turkey
1624,Turkey,bursa, ,galatasaray,işçi,,,,,,2021-04-03 13:29:50.360000+00:00,Turkey
1625,Turkey,antalya,,beşiktaş,öğretmen,,,,,,2021-04-03 10:40:01.498000+00:00,Turkey
1626,Turkey,batman,,galatasaray,elektrik,,,,,,2021-04-03 10:08:03.293000+00:00,Turkey
1627,Turkey,ankara,,fenerbahçe,hemşire,,,,,,2021-04-03 10:43:32.251000+00:00,Turkey
1628,Turkey,antalya,Istagram @beytullah_x._07  ,galatasaray,çifçi,,,,,,2021-04-03 10:18:11.857000+00:00,Turkey
1629,Turkey,kahramanmaraş,,fenerbahçe,öğrenci,,,,,,2021-04-03 09:58:56.929000+00:00,Turkey
1630,Turkey,i̇stanbul,,fenerbahçe,öğretmen,,,,,,2021-04-03 09:55:34.489000+00:00,Turkey
1631,Turkey,kahramanmaras,,beşiktaş,serbest,,,,,,2021-04-03 09:55:20.783000+00:00,Turkey
1632,Turkey,istanbulda,arzusevincaslan ,beşiktaş,ev hanımı,,,,,,2021-04-03 17:37:53.048000+00:00,Turkey
1633,Turkey,mersin,,fenerbahçe,tatlıcı,,,,,,2021-04-03 11:59:11.773000+00:00,Turkey
1634,Turkey,i̇stanbul,,fenerbahçe,öğrenci,,,,,,2021-04-03 14:53:23.537000+00:00,Turkey
1635,Turkey,diyarbakir,,takım tutmuyorum,araştırnacı,,,,,,2021-04-03 14:54:09.568000+00:00,Turkey
1636,Turkey,i̇stanbul, ,galatasaray,cnc operatörü,,,,,,2021-04-03 14:53:50.503000+00:00,Turkey
1637,Turkey,i̇zmir,Suan icin yok,galatasaray,musteri temsilcisi,,,,,,2021-04-03 19:51:08.113000+00:00,Turkey
1638,Turkey,mersin,,galatasaray,öğretmen,,,,,,2021-04-03 19:53:50.043000+00:00,Turkey
1639,Turkey,i̇zmir, ,galatasaray,asker,,,,,,2021-04-04 07:27:09.830000+00:00,Turkey
1640,Turkey,antalya,Kkaxx,beşiktaş,student,,,,,,2021-04-03 19:54:04.465000+00:00,Turkey
1641,Turkey,ankara,Bilmiyorum,gatasaray,aşçı,,,,,,2021-04-03 19:44:22.594000+00:00,Turkey
1642,Turkey,i̇stanbul,Düşünmüyorum.,fenerbahçe,öğrenci,,,,,,2021-04-03 19:57:03.927000+00:00,Turkey
1643,Turkey,kocaeli,Güzel bir proje,fenerbahçe,öğretmen,,,,,,2021-04-03 19:45:12.049000+00:00,Turkey
1644,Turkey,ankara,,beşiktaş,memur,,,,,,2021-04-03 19:40:58.167000+00:00,Turkey
1645,Turkey,denizli,,galatasaray,öğrenci,,,,,,2021-04-03 19:45:11.096000+00:00,Turkey
1646,Turkey,i̇stanbul,Bi fikrim yok,fenerbahçe,öğrenci,,,,,,2021-04-03 19:37:45.957000+00:00,Turkey
1647,Turkey,i̇stanbul, ,beşiktaş,guvenlik,,,,,,2021-04-03 19:37:28.983000+00:00,Turkey
1648,Turkey,ankara,,beşiktaş,öğrenci,,,,,,2021-04-03 19:35:04.857000+00:00,Turkey
1649,Turkey,hatay,.,hatayspor,berber,,,,,,2021-04-03 20:24:07.973000+00:00,Turkey
1650,Turkey,bursa,,bursaspor,ev hanimi,,,,,,2021-04-03 19:32:34.654000+00:00,Turkey
1651,Turkey,antalya,,fenerbahçe,öğrenci,,,,,,2021-04-03 19:32:45.679000+00:00,Turkey
1652,Turkey,mersin,Bilgi vermek istemiyorum,galatasaray,yok,,,,,,2021-04-03 19:34:17.206000+00:00,Turkey
1653,Turkey,i̇stanbul,,beşiktaş,mimar,,,,,,2021-04-03 19:22:42.035000+00:00,Turkey
1654,Turkey,i̇zmi̇r, ,galatasaray,asker,,,,,,2021-04-03 19:18:34.134000+00:00,Turkey
1655,Turkey,istanbul,,galatasaray,"student, investor",,,,,,2021-04-03 19:15:25.076000+00:00,Turkey
1656,Turkey,i̇stanbul,,beşiktaş,ev hanımı,,,,,,2021-04-03 20:15:56.158000+00:00,Turkey
1657,Turkey,istanbul,Verilen kazançların  bir tik daha yükselmesi insanların daha cazip  bulup daha çok kişiye ulaşması ,galatasaray,teknik servis elektronik,,,,,,2021-04-03 19:11:01.411000+00:00,Turkey
1658,Turkey,trabzon, youtubede videolarınızı izliyorum bir çok kişi projenizi destekliyor umarım hak ettiğiniz yerlere ulaşırsınız ,trabzonspor,öğrenci,,,,,,2021-04-03 19:28:46.366000+00:00,Turkey
1659,Turkey,osmaniye,,fenerbahçe,öğretmen,,,,,,2021-04-03 19:09:30.778000+00:00,Turkey
1660,Turkey,izmir,,galatasaray,kurye,,,,,,2021-04-03 19:10:08.161000+00:00,Turkey
1661,Turkey,trabzon,,trabzonspor,asker,,,,,,2021-04-03 19:06:04.183000+00:00,Turkey
1662,Turkey,bursa,Teşekkür ,trabzon ,elektrik,,,,,,2021-04-03 19:05:38.748000+00:00,Turkey
1663,Turkey,ankara,Hızlıca hedefe varmak ,fenerbahçe,sağlık,,,,,,2021-04-03 20:49:44.876000+00:00,Turkey
1664,Turkey,kastamonu,Iyı ,galatasaray,i̇şçi,,,,,,2021-04-03 19:55:09.344000+00:00,Turkey
1665,Turkey,konya,,beşiktaş,öğrenci,,,,,,2021-04-03 19:56:06.318000+00:00,Turkey
1666,Turkey,i̇stanbul,Farklı oyunlar eklenebilir ,fenerbahçe,polis,,,,,,2021-04-03 20:54:36.162000+00:00,Turkey
1667,Turkey,balıkesir,,galatasaray,asker,,,,,,2021-04-03 21:43:52.406000+00:00,Turkey
1668,Turkey,eskişehir,,fenerbahçe,öğrenci,,,,,,2021-04-03 21:43:43.919000+00:00,Turkey
1669,Turkey,antalya,,fenerbahçe,bankacı,,,,,,2021-04-03 21:35:20.342000+00:00,Turkey
1670,Turkey,kocaeli, ,galatasaray,i̇şçi,,,,,,2021-04-03 21:27:36.668000+00:00,Turkey
1671,Turkey,bursa,  adresimden ulasilabilir.. geleceğin yatırım aracı olarak gördüğüm bu mecrada takimimla birlikte daha yüksek gelir elde etmek..,fenerbahçe,özel güvenlik görevlisi,,,,,,2021-04-03 21:24:36.600000+00:00,Turkey
1672,Turkey,kahramanmaras,,galatasaray,ogretmen,,,,,,2021-04-03 21:16:57.518000+00:00,Turkey
1673,Turkey,ankara,,trabzonspor,yolcu hizmetleri memuru,,,,,,2021-04-04 21:35:56.310000+00:00,Turkey
1674,Turkey,kocaeli,,fenerbahçe,iscı,,,,,,2021-04-03 21:04:44.451000+00:00,Turkey
1675,Turkey,abkara,,beşiktaş,elektronik teknikeri,,,,,,2021-04-03 21:03:36.410000+00:00,Turkey
1676,Turkey,i̇stanbul,farklı oyunlar eklenebilir,fenerbahçe,öğrenci,,,,,,2021-04-03 20:58:27.132000+00:00,Turkey
1677,Turkey,adana,Kripto para alıp satıyorum,galatasaray,i̇şçi,,,,,,2021-04-03 20:56:58.267000+00:00,Turkey
1678,Turkey,antalya, ,galatasaray,danışman,,,,,,2021-04-03 20:56:20.733000+00:00,Turkey
1679,Turkey,gaziantep,Yok,galatasaray,i̇şsiz,,,,,,2021-04-03 20:50:10.385000+00:00,Turkey
1680,Turkey,i̇stanbul,Şuan için bir fikrim yok,galatasaray,özel güvenlik,,,,,,2021-04-03 20:38:18.557000+00:00,Turkey
1681,Turkey,samsun,,galatasaray,öğrenci,,,,,,2021-04-03 20:36:04.190000+00:00,Turkey
1682,Turkey,antalya," , ben arkadaşım tarafından buldum ve corona döneminde bana kazanç sağlicağını düşünüyorum",galatasaray,garson,,,,,,2021-04-03 20:45:51.873000+00:00,Turkey
1683,Turkey,istanbul,:) yok,fenerbahçe,öğrenci,,,,,,2021-04-03 21:03:37.426000+00:00,Turkey
1684,Turkey,i̇stanbul,"Kendine ait bir staking veya hodl sisteminin projeye cok katki sagalayacgini dusunuyorum, bir doktor olarak da saglik calisanlarina ek bonus getirilerinin de reklam acisindan mantikli olcagini dusunuyorum ",fenerbahçe,doktor,,,,,,2021-04-03 20:15:38.617000+00:00,Turkey
1685,Turkey,adana,,beşiktaş,muhasebeci,,,,,,2021-03-31 19:31:26.303000+00:00,Turkey
1686,Turkey,eskişehir,,fenerbahçe,öğrenci,,,,,,2021-04-03 20:17:18.871000+00:00,Turkey
1687,Turkey,i̇stanbul,Hayır,galatasaray,ev hanımı,,,,,,2021-04-03 20:18:57.569000+00:00,Turkey
1688,Turkey,aydın,Teşekkürler,beşiktaş,sosyal çalışmacı,,,,,,2021-04-03 20:07:58.255000+00:00,Turkey
1689,Turkey,ankara,,fenerbahçe,uçak teknikeri,,,,,,2021-04-03 20:05:54.263000+00:00,Turkey
1690,Turkey,sakarya, ,galatasaray,öğrenci,,,,,,2021-04-03 20:15:01.922000+00:00,Turkey
1691,Turkey,mardin,,galatasaray,esnaf,,,,,,2021-04-03 20:06:00.854000+00:00,Turkey
1692,Turkey,i̇stanbul,,fenerbahçe,serbest,,,,,,2021-04-03 20:21:46.598000+00:00,Turkey
1693,Turkey,kahramanmaraş,Yok,fenerbahçe,esnaf,,,,,,2021-04-03 19:59:00.213000+00:00,Turkey
1694,Turkey,gonya,Yoktur,sekiztaş,satıcı,,,,,,2021-04-03 18:54:01.711000+00:00,Turkey
1695,Turkey,ürgüp,,fenerbahçe,bahçıvan,,,,,,2021-04-03 18:57:14.879000+00:00,Turkey
1696,Turkey,trabzon,Tabikide istiyorum  instagram @ksogluhakan01,trabzonspor,öğrenci,,,,,,2021-04-03 18:59:31.230000+00:00,Turkey
1697,Turkey,antalya,,fenerbahçe,mali müşavir,,,,,,2021-04-03 18:51:15.202000+00:00,Turkey
1698,Turkey,i̇stanbul,,galatasaray,yönetici,,,,,,2021-04-03 19:52:10.364000+00:00,Turkey
1699,Turkey,istanbul,yok,beslktas,serbest,,,,,,2021-04-03 16:36:47.895000+00:00,Turkey
1700,Turkey,konya,Yok,galatasaray,kqratay üniversitesi satın alma uzman yardımcısı,,,,,,2021-04-03 16:34:24.411000+00:00,Turkey
1701,Turkey,gaziantep,...,galatasaray,öğrenci,,,,,,2021-04-03 16:35:47.168000+00:00,Turkey
1702,Turkey,eskişehir,,beşiktaş,mühendis,,,,,,2021-04-03 16:31:58.369000+00:00,Turkey
